winner_event_id,match_id,is_clearance,p_clearance_gnn,p_clearance_tabular,pass_length_actual,pass_length_gnn,pass_length_tabular,height_actual,p_ground_gnn,p_low_gnn,p_high_gnn,p_ground_tabular,p_low_tabular,p_high_tabular
aa436187-a199-4a19-8fa8-44836e64e36e,3764440,0,0.21421457827091217,0.12269614408725953,22.703524,19.96573257446289,17.06385239716636,1,0.0011244420893490314,0.28197500109672546,0.7169005870819092,0.0,0.23116065959019205,0.768839340409808
4a40f0ca-9d7c-4659-9f8a-3a16751ef3a0,3764440,1,0.9982922673225403,0.9998013545037104,,9.890048027038574,9.828499897409081,-1,4.560883462545462e-05,0.3649786412715912,0.6349757313728333,0.0,0.8612865908583115,0.13871340914168853
c6778011-e687-4076-ba0e-10ba2cf82c24,3764440,1,0.34280768036842346,0.3474992737748716,,19.50661849975586,15.69596480533842,-1,0.001078951288945973,0.26354244351387024,0.735378623008728,0.0,0.2806346614650974,0.7193653385349026
616f5ce8-67c3-48c1-bff6-eda55d4b09ce,3764440,0,0.013014400377869606,0.00972906917942999,6.8942003,12.760692596435547,13.089237072350956,2,0.0007356115384027362,0.43158599734306335,0.5676784515380859,0.0,0.5018984771360695,0.49810152286393045
940138f9-c95e-40a8-901a-e3e8f3649aff,3764661,0,0.01558661088347435,0.0028807365535793985,13.243867,15.285364151000977,12.659727514633447,2,0.00020365855016279966,0.3870881497859955,0.6127081513404846,0.0,0.31832816650219764,0.6816718334978024
cb65248c-2cb2-44ab-9bde-f7de1de71e93,3764661,0,0.01245212834328413,0.0012024419491916216,16.234838,11.720490455627441,11.31920359565377,2,0.0002419732918497175,0.3295432925224304,0.6702147126197815,0.0,0.18475340852710942,0.8152465914728906
dd9f533c-4405-4163-aec3-81c426b9c645,3764661,1,0.9980359673500061,0.9998981140708287,,10.351316452026367,9.95640673408585,-1,5.349755520001054e-05,0.30668458342552185,0.6932619214057922,0.0,0.8468198862342914,0.15318011376570864
e0e3b6d0-7e59-4709-92aa-d77359446d17,3764661,0,0.7658264636993408,0.7214043097598926,15.120847,19.78830337524414,18.041839866942137,1,0.0006889532669447362,0.5855969190597534,0.41371414065361023,0.0,0.3768305626387306,0.6231694373612694
c4626dae-5af1-4c46-9279-46045bb439ec,3764661,0,0.07095642387866974,0.006797408107609896,14.1014185,15.310220718383789,10.413365247021636,2,0.0004877232131548226,0.31898292899131775,0.6805292963981628,0.0,0.2739251841030568,0.7260748158969432
2d69069f-d976-4b84-8f96-245bcd5c41e0,3764661,0,0.007108991499990225,0.00020057070055389808,19.080095,12.317543983459473,10.27134331380344,2,0.00016106650582514703,0.36353251338005066,0.6363064050674438,0.0,0.31435045019151764,0.6856495498084824
bc9bebd8-24c5-4856-9811-09d3fac8d07f,3764661,1,0.042552243918180466,0.4416818636279158,,10.408476829528809,9.602147209185308,-1,0.0007614197675138712,0.5263231992721558,0.4729153513908386,0.0,0.34941878227571577,0.6505812177242842
94c81e29-9380-4c31-860e-e41d08e5b09a,3764661,1,0.51917964220047,0.43492348889079746,,15.462207794189453,11.414760391503622,-1,0.0013947172556072474,0.433504194021225,0.5651010870933533,0.0,0.44828735505776895,0.551712644942231
3f22ad23-8849-4cdc-bf2c-a3198786d8d8,3773369,0,0.012214930728077888,0.01299685012688359,11.905041,11.480757713317871,10.956452252236303,2,0.0003081017348449677,0.4172583520412445,0.5824335813522339,0.0,0.4113252061193362,0.5886747938806638
0ede2a5a-14ca-4fad-975f-631ec61e3db8,3773369,0,0.0917668417096138,0.06538155757935753,12.25765,11.215152740478516,13.517542704304345,2,0.0010149923618882895,0.33279553055763245,0.666189432144165,0.0,0.20374015383999,0.79625984616001
688d5b2e-3000-472f-bf79-8cfe5505b0ae,3773369,0,0.4166854918003082,0.2735398876682941,18.577944,17.175325393676758,15.097472014828806,2,0.0032911549787968397,0.4083390235900879,0.5883698463439941,0.0,0.3572364241446777,0.6427635758553223
